Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
SALADAS,PAGO DE LOS DESEOS,Consejo General de Educacion,J.I.N. Nº 60 (SEDE) - ESCUELA Nº 99,1801750-00,SI,NO,NO,NO
SALADAS,PAGO DE LOS DESEOS,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE PAGO DE LOS DESEOS,1801787-00,NO,NO,SI,NO
SALADAS,PAGO DE LOS DESEOS,Direccion de Nivel Superior,SUBSEDE DE PAGO DE LOS DESEOS (I.S.F.D. DE MBURUCUYA),1801773-02,NO,NO,NO,SI
SALADAS,PASO NARANJITO,Consejo General de Educacion,ESCUELA Nº 351,1800770-00,NO,SI,NO,NO
SALADAS,PASO NARANJITO,Consejo General de Educacion,J.I.N. Nº 60 - ESCUELA Nº 351,1801750-04,SI,NO,NO,NO
SALADAS,RINCON DE AMBROSIO,Consejo General de Educacion,"ESCUELA Nº 100 ""LUCIO V. MANSILLA""",1800702-00,SI,SI,NO,NO
SALADAS,RINCON DE AMBROSIO,Direccion de Nivel Secundario,Extension Aulica de Nivel Secundario que funciona en la Escuela Nº 100,1800681-01,NO,NO,SI,NO
SALADAS,RINCON DE SAN LORENZO,Consejo General de Educacion,ESCUELA Nº 183,1800648-00,SI,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 56,1801705-56,NO,SI,SI,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 420 ""CAMPO DE LA GLORIA""",1800713-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 468 ""PROSPERO Y CARMELO BOVINO""",1800661-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 469 ""JUAN LARREA""",1800610-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,ESCUELA Nº 614,1800649-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 617 ""SARGENTO JUAN B. CABRAL""",1800710-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 618 ""RAQUEL CRISTINA BRUSCO DE BENITEZ""",1800709-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 758 ""LUCIA C. DEL GOBBO DE GIUDICE""",1800845-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA Nº 97 ""MANUEL FLORENCIO MANTILLA""",1800693-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"ESCUELA PRIMARIA P/ADOLESC. Y ADULTOS Nº 24 ""SAN JOSE OBRERO""",1800848-00,NO,SI,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,J.I.N. Nº  7 - ESCUELA Nº 468,1801315-03,SI,NO,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"J.I.N. Nº  7 - ESCUELA Nº 469 ""JUAN LARREA""",1801315-04,SI,NO,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"J.I.N. Nº  7 - ESCUELA Nº 758 ""LUCIA C.DEL G.DE GIUDICE""",1801315-07,SI,NO,NO,NO
SALADAS,SALADAS,Consejo General de Educacion,"J.I.N. Nº  7 - ESCUELA Nº 97 ""MANUEL F. MANTILLA""",1801315-06,SI,NO,NO,NO
SALADAS,SALADAS,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""DR. JUAN G. PUJOL""",1800801-00,NO,NO,SI,NO
SALADAS,SALADAS,Direccion de Enseñanza Privada,"CENTRO DE DIFUSION INFORMATICA ""SALADAS"" EP-42",1801374-00,NO,NO,NO,NO
SALADAS,SALADAS,Direccion de Enseñanza Privada,"INSTITUTO ""SANTA RITA"" IS-66",1801736-00,NO,NO,SI,SI
SALADAS,SALADAS,Direccion de Enseñanza Privada,"JARDIN ""MARIA LUISA CLARAC"" I.P.P.42",1801369-00,SI,NO,NO,NO
SALADAS,SALADAS,Direccion de Nivel Secundario,"CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 7 ""PADRE J. DEMARCHI""",1800715-00,NO,NO,SI,NO
SALADAS,SALADAS,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""BARRIO ESTACION""",1801789-00,NO,NO,SI,NO
SALADAS,SALADAS,Direccion de Nivel Secundario,"ESCUELA NORMAL""MARIA LUISA R. DE FRECHOU""",1800660-00,SI,SI,SI,NO
SALADAS,SALADAS,Direccion de Nivel Superior,"INSTITUTO FORMACION DOCENTE ""MARIA LUISA R. DE FRECHOU""",1801467-00,NO,NO,NO,SI
SALADAS,SAN FRANCISCO,Consejo General de Educacion,ESCUELA Nº 615,1800712-00,SI,SI,NO,NO
SALADAS,SAN LORENCITO,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 307 ""HILARION URSULO RIQUELME""",1800701-00,NO,SI,NO,NO
SALADAS,SAN LORENZO,Consejo General de Educacion,"ESCUELA Nº 101 ""SARGENTO JUAN B. CABRAL""",1800703-00,SI,SI,NO,NO
SALADAS,SAN LORENZO,Consejo General de Educacion,"ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 42 ""JUANA MARIA R. DE JARA""",1800700-00,NO,SI,NO,NO
SALADAS,SAN LORENZO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""MANUEL RAMON GONZALEZ""    ",1800681-00,NO,NO,SI,NO
SALADAS,SAN LORENZO,Direccion de Nivel Secundario,Extension Aulica para Adultos de Nivel Secundario,1800681-02,NO,NO,SI,NO
SALADAS,SAN LORENZO,Direccion de Nivel Superior,"SUBSEDE SAN LORENZO (INST.SUP.DE FORMAC.DOCENTE""JULIO CORTAZAR"")",1801451-01,NO,NO,NO,SI
SALADAS,SANTO DOMINGO,Consejo General de Educacion,ESCUELA Nº 522,1800847-00,SI,SI,NO,NO
SAN COSME,ENSENADA GRANDE,Consejo General de Educacion,ESCUELA Nº 103,1801115-00,SI,SI,NO,NO
SAN COSME,ENSENADA GRANDE,Consejo General de Educacion,ESCUELA Nº 176,1801116-00,SI,SI,NO,NO
SAN COSME,ENSENADA GRANDE,Consejo General de Educacion,ESCUELA Nº 429,1801170-00,NO,SI,NO,NO
SAN COSME,ENSENADA GRANDE,Consejo General de Educacion,J.I.N. Nº 50 - ESCUELA Nº 176,1801724-03,SI,NO,NO,NO
SAN COSME,ENSENADA GRANDE,Consejo General de Educacion,J.I.N. Nº 50 - ESCUELA Nº 429,1801724-02,SI,NO,NO,NO
SAN COSME,ENSENADA GRANDE,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PARAJE ENSENADA GRANDE,1801857-00,NO,NO,SI,NO
SAN COSME,ENSENADITA,Consejo General de Educacion,"ESCUELA Nº 756 ""OFELIA DE PORTALEA""",1801118-00,SI,SI,NO,NO
SAN COSME,ENSENADITA,Consejo General de Educacion,"ESCUELA Nº 858 ""CAPITAN DE FRAGATA SERGIO RAUL GOMEZ ROCA""",1800063-00,SI,SI,NO,NO
SAN COSME,ENSENADITA,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 499 ""FRANCISCO ANTONIO RIZZUTO""",1801190-00,NO,SI,NO,NO
SAN COSME,ENSENADITA,Consejo General de Educacion,"J.I.N. Nº 8 ""PANAMBI"" - ESCUELA Nº 858",1801434-03,SI,NO,NO,NO
SAN COSME,ENSENADITA,Consejo General de Educacion,"J.I.N. Nº 8 ""RANITA SALTARINA"" - ESCUELA Nº 499",1801434-04,SI,NO,NO,NO
SAN COSME,ENSENADITA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PARAJE ENSENADITA,1801914-00,NO,NO,SI,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,ESCUELA Nº 251,1800064-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"ESCUELA Nº 337 ""PREFECTURA NAVAL ARGENTINA""",1800169-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"ESCUELA Nº 423 ""SUPERVISORA ADELA CANO DE LOTERO""",1800133-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"ESCUELA Nº 506 ""COMANDANTE ESPORA""",1801167-00,SI,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"ESCUELA Nº 827 ""MARCOS VICENTE FORASTIER""",1800168-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,ESCUELA Nº 853,1801169-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"ESCUELA Nº 975 ""BALTAZAR MARIA GUTIERREZ""",1801649-00,NO,SI,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,J.I.N. Nº 51 - ESCUELA Nº 853,1801733-03,SI,NO,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"J.I.N. Nº 8 ""LAS ARDILLITAS"" - ESCUELA Nº 827",1801434-01,SI,NO,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"J.I.N. Nº 8 ""LUNA DE PAPEL"" - ESCUELA Nº 975",1801434-06,SI,NO,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,"J.I.N. Nº 8 ""PERRITO PESCADOR"" - ESCUELA Nº 423",1801434-05,SI,NO,NO,NO
SAN COSME,PASO DE LA PATRIA,Consejo General de Educacion,J.I.N. Nº 8 (SEDE),1801434-00,SI,NO,NO,NO
SAN COSME,PASO DE LA PATRIA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""1ER.TTE.DE LA F.A.A. MIGUEL A. GIMENEZ""",1800167-00,NO,NO,SI,NO
SAN COSME,PASO DE LA PATRIA,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COL.SECUNDARIO ""1ER.TTE.DE LA F.A.A. M. A. GIMENEZ"")",1800167-04,NO,NO,SI,NO
SAN COSME,PASO DE LA PATRIA,Direccion de Nivel Secundario,"EXT.AULICA QUE FUNCIONA EN LA ESC.N° 827 (COLEGIO SECUNDARIO ""1ER.TTE.DE LA F.A.A. M. A. GIMENEZ"")",1800167-03,NO,NO,SI,NO
SAN COSME,PASO DE LA PATRIA,Direccion de Nivel Superior,"EXTENSION AULICA EN PASO DE LA PATRIA (I.F.D.""JOSE M.ESTRADA"")",1801412-04,NO,NO,NO,SI
SAN COSME,PASO DE LA PATRIA,Direccion de Nivel Superior,"SUBSEDE PASO DE LA PATRIA (INSTIT.SUP.DE FORMACION TECNICA ""ISLAS MALVINAS"")",1801650-02,NO,NO,NO,SI
SAN COSME,PUERTO ARAZA,Consejo General de Educacion,ESCUELA Nº 710,1800166-00,SI,SI,NO,NO
SAN COSME,PUERTO GONZALEZ,Consejo General de Educacion,ESCUELA Nº 783,1800065-00,SI,SI,NO,NO
SAN COSME,RIACHUELO BARDECI,Consejo General de Educacion,"ESCUELA Nº 500 ""JOSE GABRIEL GAUNA""",1801165-00,NO,SI,NO,NO
SAN COSME,RIACHUELO SAN JOSE,Consejo General de Educacion,ESCUELA Nº 876,1801191-00,SI,SI,NO,NO
SAN COSME,SAN COSME,Consejo General de Educacion,"ESCUELA DE EDUCACION ESPECIAL Nº 31""SAN BENITO ABAD""",1801645-00,SI,SI,NO,NO
SAN COSME,SAN COSME,Consejo General de Educacion,"ESCUELA Nº 102 ""NICOLAS GALLARDO""",1800135-00,NO,SI,NO,NO
SAN COSME,SAN COSME,Consejo General de Educacion,ESCUELA Nº 776,1801168-00,NO,SI,NO,NO
SAN COSME,SAN COSME,Consejo General de Educacion,J.I.N. Nº 50 (SEDE),1801724-00,SI,NO,NO,NO
SAN COSME,SAN COSME,Direccion de Nivel Secundario,"CENTRO PROFESIONAL""ROSARIO LENCINA DE BUSTINDUY""",1801798-00,NO,NO,NO,NO
SAN COSME,SAN COSME,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PROF.RAMON M. GOMEZ""",1800134-00,NO,NO,SI,NO
SAN COSME,SAN COSME,Direccion de Nivel Superior,EXTENSION AULICA EN SAN COSME (I.S.F.D. DR JUAN PUJOL),1801411-04,NO,NO,NO,SI
SAN COSME,SANTA ANA,Consejo General de Educacion,"ESCUELA Nº 105 ""PEDRO MATOSO""",1801193-00,NO,SI,NO,NO
SAN COSME,SANTA ANA,Consejo General de Educacion,"ESCUELA Nº 422 ""DR. HUGO GAUNA""",1801166-00,NO,SI,NO,NO
SAN COSME,SANTA ANA,Consejo General de Educacion,J.I.N. Nº 51 - ESCUELA Nº 251,1801733-02,SI,NO,NO,NO
SAN COSME,SANTA ANA,Consejo General de Educacion,J.I.N. Nº 51 - ESCUELA Nº 422,1801733-01,SI,NO,NO,NO
SAN COSME,SANTA ANA,Consejo General de Educacion,J.I.N. Nº 51 (SEDE) - ESCUELA Nº 105,1801733-00,SI,NO,NO,NO
SAN COSME,SANTA ANA,Direccion de Enseñanza Privada,"E.F.A. ""TUPA REMBIAPO"" I.S. 27",1801462-00,NO,NO,SI,NO
SAN COSME,SANTA ANA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""ESCRIBANO PEDRO LECONTE""",1801192-00,NO,NO,SI,NO
SAN COSME,SANTA ANA,Direccion de Nivel Secundario,EXT.AULICA DE ADULTOS DEL CESPA Nº 9 (FUNCIONA EN EL COLEGIO PEDRO LECONTE),1801425-10,NO,NO,SI,NO
SAN COSME,SANTA ANA,Direccion de Nivel Superior,"EXTENSION AULICA ""SANTA ANA"" (I.S.S.S. ""REMEDIOS DE ESCALADA DE SAN MARTIN"")",1800411-01,NO,NO,NO,SI
SAN COSME,SANTO DOMINGO,Consejo General de Educacion,J.I.N. Nº 50 - ESCUELA Nº 776,1801724-01,SI,NO,NO,NO
SAN LUIS DEL PALMAR,AGUIRRE CUE,Consejo General de Educacion,"ESCUELA Nº 801 ""MANUELA A. BARRIOS DE CAMOZZI""",1801196-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,ALBARDONES,Consejo General de Educacion,ESCUELA Nº 175,1800163-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,ALBARDONES,Consejo General de Educacion,ESCUELA Nº 845,1800112-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,ARROYO PONTON,Consejo General de Educacion,ESCUELA Nº 112,1800162-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,ARROYO PONTON,Consejo General de Educacion,ESCUELA Nº 784,1800129-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,CAMPO GRANDE,Consejo General de Educacion,"ESCUELA Nº 116 ""JUAN ROMERO""",1801128-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,CAMPO GRANDE,Consejo General de Educacion,"ESCUELA Nº 795 ""GIL LORENZO BAGLIARDI""",1801127-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,CAMPO GRANDE,Consejo General de Educacion,ESCUELA Nº 835,1800130-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,CAMPO GRANDE,Consejo General de Educacion,"ESCUELA Nº 930 ""GENARO BERON DE ASTRADA""",1801130-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,CAMPO GRANDE,Direccion de Nivel Secundario,"EXT.AULICA  ESC.NORMAL ""MARTIN M. DE GÜEMES"" (ESC.Nº 795)",1801171-06,NO,NO,SI,NO
SAN LUIS DEL PALMAR,CAVIA CUE,Consejo General de Educacion,"ESCUELA Nº 113 ""SIMON FIDEL BUSTINDUY""",1800164-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,CHAÑAR,Consejo General de Educacion,"ESCUELA Nº 192 ""SOLDADO RAMON GARCIA""",1800583-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,COLONIA LLANO,Consejo General de Educacion,"ESCUELA Nº 735 ""JUAN JOSE FERNANDEZ BLANCO""",1800058-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,COLONIA LLANO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""COLONIA LLANO""",1801837-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,COSTA GRANDE,Consejo General de Educacion,"ESCUELA Nº 110 ""JOSE MARIA YAÑEZ CALDERON""",1800589-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,COSTA GRANDE,Consejo General de Educacion,"ESCUELA Nº 754 ""MARIA A. CORREA DE CABRAL""",1800581-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,COSTA GRANDE,Consejo General de Educacion,ESCUELA Nº 886,1800586-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,EL POLLO,Consejo General de Educacion,ESCUELA Nº 45,1800116-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,EMPEDRADO LIMPIO,Consejo General de Educacion,ESCUELA Nº 505,1800111-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,ESPINALLAR,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""EL ESPINILLAR""",1801700-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,ESQUIVEL CUE,Direccion de Nivel Secundario,"EXT.AULICA  ESC.NORMAL ""MARTIN M. DE GÜEMES"" (ESC.Nº 736)",1801171-05,NO,NO,SI,NO
SAN LUIS DEL PALMAR,ESTANCIA GARABATA,Consejo General de Educacion,"ESCUELA Nº 120 ""INTENDENTE MANUEL A. D. CASTRESANA""",1800061-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,HERLITZKA,Consejo General de Educacion,ESCUELA Nº 761,1800587-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,HERLITZKA,Direccion de Nivel Secundario,"EXT.AULICA  ESC.NORMAL ""MARTIN M. DE GÜEMES"" (ESC.Nº 761)",1801171-02,NO,NO,SI,NO
SAN LUIS DEL PALMAR,INDIO MUERTO,Consejo General de Educacion,ESCUELA Nº 309,1800395-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,LAGUNA NEGRA,Consejo General de Educacion,ESCUELA Nº 534,1800584-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,LAGUNITA,Consejo General de Educacion,"ESCUELA Nº 737 ""DOCTOR ALFREDO LANARI""",1801131-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,LOMAS DE GALARZA,Consejo General de Educacion,ESCUELA Nº 437,1800588-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,LOMAS DE GALARZA,Direccion de Nivel Secundario,"EXT.AULICA  ESC.NORMAL ""MARTIN M. DE GÜEMES"" (ESC.Nº 437)",1801171-07,NO,NO,SI,NO
SAN LUIS DEL PALMAR,LOMAS DE GONZALEZ,Consejo General de Educacion,ESCUELA Nº 859,1800113-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,LOMAS DE GONZALEZ,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 111 ""VENANCIO NAZAR""",1801197-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,LOMAS DE GONZALEZ,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""LOMAS DE GONZALEZ""",1801678-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,MALOYAS,Consejo General de Educacion,ESCUELA Nº 193,1800582-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,MEDIO,Consejo General de Educacion,"ESCUELA Nº 738 ""EJERCITO ARGENTINO""",1800131-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,ORATORIO,Consejo General de Educacion,ESCUELA Nº 119,1801129-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RALERAS SUD,Consejo General de Educacion,ESCUELA Nº 317,1800115-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RALERAS SUD,Consejo General de Educacion,"ESCUELA Nº 837 ""JOSE FROILAN PAULINI""",1800059-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RAMONES,Consejo General de Educacion,"ESCUELA Nº 121 ""REMEDIOS DE ESCALADA DE SAN MARTIN""",1800394-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,RAMONES,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PARAJE RAMONES,1801921-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,RIACHUELITO,Consejo General de Educacion,ESCUELA PRIMARIA Nº 504,1801126-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RINCON DE LA MERCED,Consejo General de Educacion,ESCUELA PRIMARIA Nº 117,1801195-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RINCON DE MEZA,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 910 ""PUERTO ARGENTINO""",1801124-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,RINCON DE NAVARRO,Consejo General de Educacion,ESCUELA Nº 753,1801125-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 55,1801705-55,NO,SI,SI,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA DE EDUCACION ESPECIAL Nº 24 ""RAMONA TERESITA ALCARAZ""",1800590-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA Nº 108 ""JUAN ALBERTO VERON""",1800165-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA Nº 109 ""ARMADA ARGENTINA""",1800128-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA Nº 760 ""SAN LUIS REY DE FRANCIA""",1800062-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA Nº 812 ""PABLO ARGILAGA""",1800650-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 15,1800682-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 755 ""PURA GAUNA DE MACIEL""",1800543-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,J.I.N. Nº 39 - ESCUELA Nº 755,1801618-01,SI,NO,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Consejo General de Educacion,J.I.N. Nº 39 (SEDE) - ESCUELA Nº 812,1801618-00,SI,NO,NO,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""NTRA. SRA. DE ITATI""",1801408-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Direccion de Educación Tecnico Profesional,"EXT.AULICA ESC.TECNICA ""NTRA. SRA. DE ITATI"" (FUNCIONA EN LA ESC. Nº 837)",1801408-03,NO,NO,SI,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS,1800591-00,NO,NO,SI,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Direccion de Nivel Secundario,"ESCUELA NORMAL ""MARTIN MIGUEL DE GÜEMES""",1801171-00,SI,SI,SI,NO
SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,Direccion de Nivel Superior,"INSTITUTO SUPERIOR DE FORMACION DOCENTE ""MARTIN M. DE GUEMES""",1801778-00,NO,NO,NO,SI
SAN LUIS DEL PALMAR,SANTOS LUGARES,Consejo General de Educacion,ESCUELA PRIMARIA Nº 736,1801133-00,NO,SI,NO,NO
SAN LUIS DEL PALMAR,SOMBRERO,Direccion de Nivel Superior,"SUBSEDE EL SOMBRERO (INST.SUP.DE FORMACION TECNICA U.O.C.R.A.""ISLAS MALVINAS"")",1801650-03,NO,NO,NO,SI
SAN LUIS DEL PALMAR,TACUARAL 5TA SECCION,Consejo General de Educacion,ESCUELA Nº 162,1800114-00,SI,SI,NO,NO
SAN LUIS DEL PALMAR,TRES CRUCES,Consejo General de Educacion,"ESCUELA Nº 122 ""PEDRO CRISTALDO""",1800585-00,NO,SI,NO,NO
SAN MARTIN,AGUAPE,Consejo General de Educacion,ESCUELA Nº 797,1800338-00,SI,SI,NO,NO
SAN MARTIN,AGUAPEY,Consejo General de Educacion,"ESCUELA Nº 287 ""TTE. ADOLFO AGOSTINELLI""",1801103-00,SI,SI,NO,NO
SAN MARTIN,BACARAY,Consejo General de Educacion,"ESCUELA Nº 555 ""CRISTOBAL ALTAMIRANO""",1800268-00,NO,SI,NO,NO
SAN MARTIN,COLONIA CARLOS PELLEGRINI,Consejo General de Educacion,ESCUELA Nº 563,1801159-00,SI,SI,NO,NO
SAN MARTIN,COLONIA CARLOS PELLEGRINI,Consejo General de Educacion,ESCUELA Nº 862,1801099-00,SI,SI,NO,NO
SAN MARTIN,COLONIA CARLOS PELLEGRINI,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE COLONIA CARLOS PELLEGRINI,1801709-00,NO,NO,SI,NO
SAN MARTIN,COLONIA CARLOS PELLEGRINI,Direccion de Nivel Superior,"EXTENSION AULICA EN COLONIA CARLOS PELLEGRINI (I.F.D. ""MERCEDES"")",1801414-04,NO,NO,NO,SI
SAN MARTIN,COSTA GUAVIRAVI,Consejo General de Educacion,"ESCUELA Nº 127 ""SAN MARTIN""",1800221-00,SI,SI,NO,NO
SAN MARTIN,COSTA GUAVIRAVI,Consejo General de Educacion,"ESCUELA Nº 642 ""EJERCITO ARGENTINO""",1800271-00,SI,SI,NO,NO
SAN MARTIN,ESTINGANA,Consejo General de Educacion,"ESCUELA Nº 916 ""JUAN DE SAN MARTIN""",1800336-00,SI,SI,NO,NO
SAN MARTIN,GUAVIRAVI,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 43,1801705-43,NO,NO,SI,NO
SAN MARTIN,GUAVIRAVI,Consejo General de Educacion,"ESCUELA Nº 515 ""AMADEO PANARIO""",1800220-00,NO,SI,NO,NO
SAN MARTIN,GUAVIRAVI,Consejo General de Educacion,J.I.N. Nº 57 - ESCUELA Nº 515,1801743-01,SI,NO,NO,NO
SAN MARTIN,GUAVIRAVI,Direccion de Nivel Secundario,COLEGIO SECUNDARIO ROSA GUARU,1801690-00,NO,NO,SI,NO
SAN MARTIN,GUAVIRAVI,Direccion de Nivel Secundario,EXT.AULICA DE ADULTOS (COLEGIO SEC.ROSA GUARU),1801690-01,NO,NO,SI,NO
SAN MARTIN,GUAVIRAVI,Direccion de Nivel Superior,EXTENSION AULICA DE GUAVIRAVI (I.S.F.D. EN GRAL ALVEAR),1801764-01,NO,NO,NO,SI
SAN MARTIN,HORQUETA DE GUAVIRAVI,Consejo General de Educacion,ESCUELA Nº 902,1801185-00,SI,SI,NO,NO
SAN MARTIN,ISOQUI,Consejo General de Educacion,"ESCUELA Nº 675 ""MARTIN MIGUEL DE GUEMES""",1801092-00,NO,SI,NO,NO
SAN MARTIN,ISOQUI,Direccion de Nivel Secundario,"EXT. AULICA ESCUELA NORMAL ""REMEDIOS ESCALADA DE SAN MARTIN"" (ESC.Nº 675 RURAL)",1800297-01,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,ESCUELA JARDIN DE INFANTES Nº 48,1801836-00,SI,NO,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,"ESCUELA Nº 125 ""MANUEL CABRAL""",1800299-00,SI,SI,NO,NO
